,time,temp,humid,CO2
1,2018-03-05T05:35:31.964Z,25.2,4678,646
1,2018-03-05T05:36:45.000Z,25.1,4732,549
1,2018-03-05T05:36:59.585Z,25.02,4743,546
1,2018-03-05T05:37:14.123Z,25,4724,547
1,2018-03-05T05:37:28.674Z,25,4698,548
1,2018-03-05T05:47:02.340Z,25.1,4670,572
1,2018-03-05T05:48:15.633Z,25,4668,634
1,2018-03-05T05:49:28.846Z,25.04,5000,648
1,2018-03-05T05:49:43.448Z,25.02,4872,646
1,2018-03-05T05:49:57.981Z,25,4774,651
1,2018-03-05T05:50:12.525Z,25,4720,656
1,2018-03-05T05:59:44.778Z,25.1,4668,554
1,2018-03-05T05:59:59.360Z,25.1,4660,557
1,2018-03-05T06:00:13.980Z,25.1,4672,559
1,2018-03-05T06:01:26.981Z,25.02,4671,590
1,2018-03-05T06:01:41.522Z,25,4660,583
1,2018-03-05T06:01:56.050Z,25,4660,577
1,2018-03-05T06:02:10.589Z,25,4652,562
1,2018-03-05T06:11:37.256Z,25,4510,510
1,2018-03-05T06:11:51.822Z,25,4493,544
1,2018-03-05T06:12:06.358Z,24.94,4482,531
1,2018-03-05T06:12:20.904Z,24.9,4480,532
1,2018-03-05T06:21:56.409Z,24.9,4606,624
1,2018-03-05T06:23:08.810Z,24.84,4604,513
1,2018-03-05T06:23:23.332Z,24.82,4602,602
1,2018-03-05T06:29:09.866Z,25.6,4314,660
1,2018-03-05T06:29:24.390Z,25.64,4313,572
1,2018-03-05T06:30:37.654Z,25.8,4242,655
1,2018-03-05T06:30:52.214Z,25.8,4234,647
1,2018-03-05T06:31:06.738Z,25.86,4226,644
1,2018-03-05T06:31:21.297Z,25.9,4235,646
1,2018-03-05T06:40:45.185Z,25.5,4246,634
1,2018-03-05T06:41:58.596Z,25.3,4248,657
1,2018-03-05T06:42:13.127Z,25.3,4254,657
1,2018-03-05T06:42:27.680Z,25.3,4242,660
1,2018-03-05T06:42:42.247Z,25.28,4215,542
1,2018-03-05T06:52:13.331Z,25.21,4102,516
1,2018-03-05T06:52:27.858Z,25.2,4088,525
1,2018-03-05T06:52:42.413Z,25.2,4080,529
1,2018-03-05T06:53:55.498Z,25.2,4142,562
1,2018-03-05T06:54:10.391Z,25.2,4114,564
1,2018-03-05T06:54:24.915Z,25.2,4080,573
1,2018-03-05T06:55:37.795Z,25.3,4075,546
1,2018-03-05T06:56:51.214Z,25.5,3922,405
1,2018-03-05T06:57:05.744Z,25.52,3908,441
1,2018-03-05T06:58:19.069Z,25.7,3915,462
1,2018-03-05T06:58:33.640Z,25.7,3943,487
1,2018-03-05T06:58:48.209Z,25.76,3914,504
1,2018-03-05T06:59:02.739Z,25.8,3886,516
1,2018-03-05T07:08:27.696Z,25.58,3918,600
1,2018-03-05T07:08:42.233Z,25.5,3909,590
1,2018-03-05T07:10:52.945Z,25.4,3898,562
1,2018-03-05T07:12:06.190Z,25.5,3900,590
1,2018-03-05T07:12:20.711Z,25.5,3900,597
1,2018-03-05T07:12:35.256Z,25.5,3882,600
1,2018-03-05T07:16:38.290Z,25.9,3804,623
1,2018-03-05T07:16:52.863Z,25.9,3812,623
1,2018-03-05T07:17:07.405Z,25.92,3798,624
1,2018-03-05T07:17:21.969Z,26,3802,628
1,2018-03-05T07:26:46.515Z,25.7,3868,564
1,2018-03-05T07:27:59.895Z,25.6,3912,606
1,2018-03-05T07:28:14.412Z,25.66,3856,597
1,2018-03-05T07:28:28.959Z,25.66,3904,593
1,2018-03-05T07:28:43.523Z,25.6,3928,596
1,2018-03-05T07:38:12.868Z,25.5,3898,551
1,2018-03-05T07:38:27.520Z,25.5,3902,583
1,2018-03-05T07:38:42.097Z,25.48,3885,583
1,2018-03-05T07:40:54.146Z,25.54,3852,626
1,2018-03-05T07:41:08.746Z,25.6,3804,621
1,2018-03-05T07:41:23.268Z,25.62,3671,605
1,2018-03-05T07:41:37.798Z,25.7,3620,581
1,2018-03-05T07:51:05.638Z,25.7,3762,608
1,2018-03-05T07:51:20.182Z,25.7,3784,595
1,2018-03-05T07:51:34.706Z,25.7,3804,580
1,2018-03-05T07:51:49.243Z,25.7,3790,565
1,2018-03-05T08:01:22.648Z,25.5,3709,519
1,2018-03-05T08:01:37.208Z,25.5,3709,516
1,2018-03-05T08:01:51.733Z,25.5,3709,516
1,2018-03-05T08:02:06.280Z,25.5,3713,516
1,2018-03-05T08:11:40.354Z,25.4,3848,617
1,2018-03-05T08:12:54.338Z,25.3,3862,577
1,2018-03-05T08:13:08.888Z,25.36,3859,580
1,2018-03-05T08:13:23.578Z,25.34,3853,581
1,2018-03-05T08:13:38.142Z,25.34,3835,581
1,2018-03-05T08:23:08.325Z,25.68,3609,467
1,2018-03-05T08:23:22.886Z,25.6,3637,466
1,2018-03-05T08:23:37.450Z,25.6,3707,473
1,2018-03-05T08:23:51.961Z,25.6,3675,482
1,2018-03-05T08:33:24.877Z,25.38,3912,571
1,2018-03-05T08:33:39.426Z,25.34,3914,564
1,2018-03-05T08:33:54.085Z,25.3,3938,562
1,2018-03-05T09:59:26.532Z,26.78,3415,543
1,2018-03-05T09:59:41.656Z,26.8,3405,537
1,2018-03-05T09:59:56.337Z,26.8,3420,536
1,2018-03-05T10:00:10.930Z,26.8,3420,535
1,2018-03-05T10:09:33.449Z,26,3757,612
1,2018-03-05T10:10:47.391Z,25.7,3762,630
1,2018-03-05T10:12:00.200Z,25.7,3772,610
1,2018-03-05T10:12:30.759Z,25.7,3788,611
1,2018-03-05T10:12:45.370Z,25.7,3762,614
1,2018-03-05T10:22:12.184Z,25.8,3742,586
1,2018-03-05T10:22:26.921Z,25.8,3742,582
1,2018-03-05T10:22:41.516Z,25.78,3742,594
1,2018-03-05T10:23:56.828Z,25.7,3750,613
1,2018-03-05T10:24:12.367Z,25.7,3759,615
1,2018-03-05T10:24:26.992Z,25.7,3764,623
1,2018-03-05T10:24:41.611Z,25.7,3770,638
1,2018-03-05T10:34:08.155Z,25.86,3696,610
1,2018-03-05T10:34:22.710Z,25.88,3702,602
1,2018-03-05T10:34:37.253Z,25.78,3698,599
1,2018-03-05T10:34:51.916Z,25.74,3684,608
1,2018-03-05T10:44:26.484Z,25.7,3835,609
1,2018-03-05T10:44:41.028Z,25.7,3840,601
1,2018-03-05T10:44:55.660Z,25.71,3840,595
1,2018-03-05T10:45:10.301Z,25.62,3830,590
1,2018-03-05T10:55:44.007Z,25.7,3857,613
1,2018-03-05T10:56:55.916Z,25.7,3832,615
1,2018-03-05T10:57:10.517Z,25.71,3823,615
1,2018-03-05T10:57:25.074Z,25.8,3826,622
1,2018-03-05T10:58:40.493Z,25.86,3769,610
1,2018-03-05T10:58:55.115Z,25.98,3774,605
1,2018-03-05T10:59:09.738Z,26,3755,599
1,2018-03-05T10:59:24.316Z,26,3752,596
1,2018-03-05T11:08:50.808Z,26.04,3882,538
1,2018-03-05T11:09:05.416Z,26.04,3793,571
1,2018-03-05T11:09:20.047Z,25.96,3748,641
1,2018-03-05T11:09:34.706Z,26,3735,620
1,2018-03-05T11:36:58.809Z,26.1,3702,557
1,2018-03-05T11:38:12.364Z,26.06,3712,513
1,2018-03-05T11:38:27.007Z,26.12,3725,514
1,2018-03-05T11:38:41.656Z,26.06,3704,518
1,2018-03-05T11:38:56.186Z,26.14,3690,518
1,2018-03-05T11:48:21.776Z,25.76,3796,516
1,2018-03-05T11:48:36.496Z,25.7,3802,502
1,2018-03-05T11:49:49.559Z,25.52,3855,536
1,2018-03-05T11:50:04.097Z,25.48,3848,533
1,2018-03-05T11:50:18.650Z,25.42,3852,530
1,2018-03-05T11:50:33.243Z,25.42,3872,533
1,2018-03-05T12:00:05.581Z,25.54,3868,529
1,2018-03-05T12:06:47.975Z,25.66,3807,484
1,2018-03-05T12:07:02.601Z,25.62,3792,479
1,2018-03-05T12:07:17.295Z,25.64,3786,473
1,2018-03-05T12:07:31.892Z,25.66,3782,482
1,2018-03-05T12:17:05.802Z,25.78,3776,523
1,2018-03-05T12:17:20.362Z,25.71,3780,507
1,2018-03-05T12:17:34.909Z,25.7,3790,502
1,2018-03-05T12:17:49.438Z,25.64,3800,503
1,2018-03-05T12:27:32.689Z,25.42,3871,529
1,2018-03-05T12:27:47.234Z,25.4,3870,541
1,2018-03-05T12:28:01.787Z,25.38,3870,542
1,2018-03-05T12:28:16.410Z,25.28,3873,531
1,2018-03-05T12:37:58.798Z,25.38,3912,589
1,2018-03-05T12:39:12.434Z,25.31,3914,548
1,2018-03-05T12:40:25.461Z,25.32,3918,533
1,2018-03-05T12:40:40.131Z,25.2,3902,531
1,2018-03-05T12:40:54.665Z,25.34,3904,523
1,2018-03-05T12:41:09.197Z,25.34,3902,516
1,2018-03-05T12:50:45.553Z,25.43,3852,396
1,2018-03-05T12:51:00.148Z,25.38,3848,404
1,2018-03-05T12:51:14.737Z,25.32,3859,404
1,2018-03-05T12:51:30.416Z,25.34,3848,406
1,2018-03-05T13:01:14.365Z,25.24,3914,353
1,2018-03-05T13:01:29.005Z,25.2,3905,344
1,2018-03-05T13:01:43.521Z,25.18,3900,336
1,2018-03-05T13:03:05.070Z,25.08,3900,382
1,2018-03-05T13:03:19.688Z,25.12,3898,313
1,2018-03-05T13:03:34.273Z,25.18,3898,319
1,2018-03-05T13:03:48.806Z,25.2,3890,337
1,2018-03-05T13:13:30.591Z,25.32,3892,367
1,2018-03-05T13:13:45.128Z,25.28,3882,356
1,2018-03-05T13:13:59.710Z,25.2,3868,355
1,2018-03-05T13:14:14.230Z,25.17,3878,352
1,2018-03-05T13:24:03.754Z,25.1,4009,375
1,2018-03-05T13:25:17.154Z,25.04,4021,298
1,2018-03-05T13:25:31.954Z,25,4022,269
1,2018-03-05T13:25:46.487Z,25.02,4032,314
1,2018-03-05T13:26:01.024Z,25.02,4032,382
1,2018-03-05T13:35:52.180Z,25.08,4074,260
1,2018-03-05T13:36:06.788Z,24.34,4028,259
1,2018-03-07T07:09:38.232Z,29.46,3186,697
1,2018-03-07T07:09:53.071Z,29.5,3170,706
1,2018-03-07T07:11:06.734Z,29.7,3081,694
1,2018-03-07T07:14:18.123Z,30.2,2996,656
1,2018-03-07T07:14:33.732Z,30.2,2986,667
1,2018-03-07T07:14:48.486Z,30.2,2984,677
1,2018-03-07T07:16:59.279Z,30.4,2966,658
1,2018-03-07T07:20:20.506Z,30.5,2920,732
1,2018-03-07T07:21:34.606Z,30.56,2928,527
1,2018-03-07T07:22:47.244Z,30.42,2920,674
1,2018-03-07T07:24:02.498Z,30.2,2960,695
1,2018-03-07T07:25:15.754Z,30.3,2946,706
1,2018-03-07T07:26:28.846Z,30.4,2930,691
1,2018-03-07T07:27:42.002Z,30.46,2924,637
1,2018-03-07T07:29:53.953Z,30.22,2940,683
1,2018-03-07T07:32:14.589Z,30.1,2952,723
1,2018-03-07T07:33:27.964Z,30.1,2942,607
1,2018-03-07T07:34:40.927Z,29.98,2964,626
1,2018-03-07T07:35:54.909Z,29.96,2957,610
1,2018-03-07T07:38:13.409Z,29.6,3022,704
1,2018-03-07T07:39:26.582Z,29.4,3050,623
1,2018-03-07T07:40:39.744Z,29.3,3080,594
1,2018-03-07T07:41:53.204Z,29.4,3093,661
1,2018-03-07T07:44:05.139Z,29.98,2980,644
1,2018-03-07T07:56:17.285Z,29.4,3080,702
1,2018-03-07T07:56:32.074Z,29.4,3066,691
1,2018-03-07T07:57:44.606Z,29.34,3074,637
1,2018-03-07T07:57:59.317Z,29.4,3078,631
1,2018-03-07T07:59:29.648Z,29.4,3060,602
1,2018-03-07T07:59:44.384Z,29.5,3060,630
1,2018-03-07T07:59:59.435Z,29.5,3060,627
1,2018-03-07T08:01:12.177Z,29.5,3038,614
1,2018-03-07T08:02:25.507Z,29.6,3032,617
1,2018-03-07T08:02:40.276Z,29.58,3030,647
1,2018-03-07T08:03:52.969Z,29.54,3028,624
1,2018-03-07T08:05:05.898Z,29.6,3030,599
1,2018-03-07T08:06:19.377Z,29.56,3026,565
1,2018-03-07T08:06:34.023Z,29.6,3042,566
1,2018-03-07T08:06:48.830Z,29.56,3026,567
1,2018-03-07T08:08:10.073Z,29.57,3024,730
1,2018-03-07T08:09:23.280Z,29.55,3022,639
1,2018-03-07T08:10:35.988Z,29.6,3020,606
1,2018-03-07T08:11:49.580Z,29.52,3034,604
1,2018-03-07T08:13:02.728Z,29.5,3020,583
1,2018-03-07T08:13:17.468Z,29.5,3020,582
1,2018-03-07T08:14:30.460Z,29.5,3018,581
1,2018-03-07T08:15:44.420Z,29.5,3020,548
1,2018-03-07T08:15:59.199Z,29.5,3010,551
1,2018-03-07T08:18:18.657Z,29.56,3000,662
1,2018-03-07T08:19:31.960Z,29.56,3000,581
1,2018-03-07T08:19:46.758Z,29.6,3000,580
1,2018-03-07T08:20:59.446Z,29.55,3015,571
1,2018-03-07T08:23:11.588Z,29.5,3007,560
1,2018-03-07T08:24:33.502Z,29.52,3006,657
1,2018-03-07T08:26:45.417Z,29.57,3000,541
1,2018-03-07T08:27:58.677Z,29.56,3000,567
1,2018-03-07T08:28:30.850Z,29.56,3000,614
1,2018-03-07T08:29:44.869Z,29.52,3012,533
1,2018-03-07T08:30:57.315Z,29.5,3010,585
1,2018-03-07T08:32:10.340Z,29.5,3010,566
1,2018-03-07T08:32:25.155Z,29.5,3010,565
1,2018-03-07T08:33:37.993Z,29.5,3008,560
1,2018-03-07T08:33:52.802Z,29.5,3007,552
1,2018-03-07T08:35:14.347Z,29.57,3010,676
1,2018-03-07T08:36:28.189Z,29.54,3002,531
1,2018-03-07T08:37:42.261Z,29.52,3024,534
1,2018-03-07T08:38:55.741Z,29.52,3012,572
1,2018-03-07T08:40:09.401Z,29.54,3014,543
1,2018-03-07T08:41:22.392Z,29.5,3038,568
1,2018-03-07T08:42:36.178Z,29.57,3030,580
1,2018-03-07T08:42:50.971Z,29.57,3028,579
1,2018-03-07T08:44:03.042Z,29.6,3020,598
1,2018-03-07T08:45:16.559Z,29.64,3016,585
1,2018-03-07T08:45:31.303Z,29.62,3008,591
1,2018-03-07T08:45:46.026Z,29.64,3012,587
1,2018-03-07T08:46:58.567Z,29.62,3000,621
1,2018-03-07T08:48:12.009Z,29.62,3002,551
1,2018-03-07T08:51:20.697Z,29.6,2978,575
1,2018-03-07T08:52:35.200Z,29.6,2970,610
1,2018-03-07T08:53:47.502Z,29.6,2970,640
1,2018-03-07T08:55:59.537Z,29.6,2960,573
1,2018-03-07T08:57:13.113Z,29.6,2970,579
1,2018-03-07T08:58:26.918Z,29.6,2974,556
1,2018-03-07T08:58:41.610Z,29.6,2971,564
1,2018-03-07T08:59:53.999Z,29.6,2978,597
1,2018-03-07T09:03:05.072Z,29.6,2980,600
1,2018-03-07T09:04:18.054Z,29.6,2974,602
1,2018-03-07T09:05:32.434Z,29.6,2980,552
1,2018-03-07T09:06:46.001Z,29.55,2992,575
1,2018-03-07T09:07:59.408Z,29.6,2990,532
1,2018-03-07T09:10:11.754Z,29.6,2970,590
1,2018-03-07T09:11:24.630Z,29.6,2960,584
1,2018-03-07T09:11:39.270Z,29.6,2960,589
1,2018-03-07T09:12:54.180Z,29.6,2950,595
1,2018-03-07T09:14:07.337Z,29.6,2940,627
1,2018-03-07T09:16:19.063Z,29.6,2941,555
1,2018-03-07T09:17:32.392Z,29.6,2962,573
1,2018-03-07T09:18:46.030Z,29.6,2941,603
1,2018-03-07T09:20:59.340Z,29.54,2948,564
1,2018-03-07T09:21:14.161Z,29.55,2960,566
1,2018-03-07T09:21:29.084Z,29.56,2950,566
1,2018-03-07T09:21:43.910Z,29.54,2950,566
1,2018-03-07T09:34:57.559Z,29.4,3000,583
1,2018-03-07T09:36:11.074Z,29.4,3012,603
1,2018-03-07T09:37:25.122Z,29.44,3000,592
1,2018-03-07T09:37:39.817Z,29.48,3012,596
1,2018-03-07T09:38:52.921Z,29.5,3000,595
1,2018-03-07T09:40:06.642Z,29.5,2996,610
1,2018-03-07T09:40:21.793Z,29.5,3000,610
1,2018-03-07T09:41:35.373Z,29.5,3000,616
1,2018-03-07T09:43:55.962Z,29.52,3000,627
1,2018-03-07T09:45:09.484Z,29.56,3000,590
1,2018-03-07T09:45:24.959Z,29.56,3000,603
1,2018-03-07T09:46:37.151Z,29.52,3000,596
1,2018-03-07T09:48:49.262Z,29.6,3000,645
1,2018-03-07T09:49:04.008Z,29.6,3000,653
1,2018-03-07T09:50:17.607Z,29.6,3012,677
1,2018-03-07T09:52:29.195Z,29.6,3000,581
1,2018-03-07T09:53:42.001Z,29.6,3000,608
1,2018-03-07T09:56:02.601Z,29.6,2990,609
1,2018-03-07T09:59:13.869Z,29.57,3000,596
1,2018-03-07T10:00:29.118Z,29.6,3000,611
1,2018-03-07T10:01:42.264Z,29.6,3000,635
1,2018-03-07T10:02:55.270Z,29.5,3000,614
1,2018-03-07T10:04:08.552Z,29.52,3002,573
1,2018-03-07T10:04:23.366Z,29.52,3004,564
1,2018-03-07T10:07:42.011Z,29.54,3004,627
1,2018-03-07T10:07:57.286Z,29.54,3006,618
1,2018-03-07T10:09:09.764Z,29.6,3004,612
1,2018-03-07T10:10:26.915Z,28.38,3325,772
1,2018-03-07T10:10:41.594Z,28.4,3307,767
1,2018-03-07T10:10:56.298Z,28.42,3292,759
1,2018-03-07T10:11:11.002Z,28.5,3284,757
1,2018-03-07T10:11:21.797Z,29.6,3020,596
1,2018-03-07T10:11:37.001Z,29.6,3010,597
1,2018-03-07T10:11:51.633Z,29.56,3004,597
1,2018-03-07T10:13:04.050Z,29.52,3012,596
1,2018-03-07T10:14:17.671Z,29.5,3022,582
1,2018-03-07T10:15:30.472Z,29.52,3020,589
1,2018-03-07T10:16:44.903Z,29.52,3020,565
1,2018-03-07T10:17:57.180Z,29.55,3030,571
1,2018-03-07T10:19:10.399Z,29.54,3020,689
1,2018-03-07T10:20:23.606Z,29.6,3031,610
1,2018-03-07T10:20:38.363Z,29.57,3020,600
1,2018-03-07T10:20:53.107Z,29.56,3021,591
1,2018-03-07T10:22:06.227Z,29.5,3024,532
1,2018-03-07T10:22:21.040Z,29.5,3028,536
1,2018-03-07T10:23:33.105Z,29.54,3030,548
1,2018-03-07T10:24:55.009Z,29.6,3021,670
1,2018-03-07T10:25:09.720Z,29.6,3020,643
1,2018-03-07T10:26:22.867Z,29.6,3024,556
1,2018-03-07T10:26:37.484Z,29.6,3030,594
1,2018-03-07T10:26:53.425Z,29.57,3038,619
1,2018-03-07T10:27:08.269Z,29.57,3030,642
1,2018-03-07T10:37:10.504Z,29.75,2988,537
1,2018-03-07T10:39:22.318Z,29.4,3078,638
1,2018-03-07T10:40:36.729Z,29.4,3090,529
1,2018-03-07T10:42:50.625Z,29.4,3082,551
1,2018-03-07T10:45:12.959Z,29.5,3072,659
1,2018-03-07T10:46:28.124Z,29.5,3070,567
1,2018-03-07T10:47:40.876Z,29.5,3082,552
1,2018-03-07T10:50:01.263Z,29.52,3070,650
1,2018-03-07T10:51:15.363Z,29.5,3072,532
1,2018-03-07T11:15:21.516Z,29.4,3110,630
1,2018-03-07T11:16:35.343Z,29.3,3138,653
1,2018-03-07T11:16:50.042Z,29.3,3151,659
1,2018-03-07T11:18:11.094Z,29.31,3136,637
1,2018-03-07T11:20:22.965Z,29.4,3121,659
1,2018-03-07T11:22:43.773Z,29.5,3110,650
1,2018-03-07T11:22:58.595Z,29.5,3110,651
1,2018-03-07T11:24:11.491Z,29.5,3100,657
