,time,temp,humid,CO2
10,2018-03-11T11:04:43.561Z,2937,2817,0
10,2018-03-11T11:05:01.041Z,2940,2800,0
10,2018-03-11T11:18:28.143Z,2910,2925,0
10,2018-03-11T11:18:45.652Z,2910,2920,0
10,2018-03-11T11:32:13.741Z,2890,2925,0
10,2018-03-11T11:32:31.200Z,2890,2902,0
10,2018-03-11T11:45:58.870Z,2880,3055,0
10,2018-03-11T11:46:16.335Z,2880,3055,0
10,2018-03-11T11:59:43.952Z,2870,3162,0
10,2018-03-11T12:00:01.493Z,2877,3162,0
10,2018-03-11T12:13:30.952Z,2867,3270,0
10,2018-03-11T12:13:48.748Z,2870,3259,0
10,2018-03-11T12:27:25.651Z,2850,3375,0
10,2018-03-11T12:28:42.522Z,2877,3347,0
10,2018-03-11T12:29:00.003Z,2887,3337,0
10,2018-03-11T12:42:16.449Z,2870,3352,0
10,2018-03-11T12:43:24.707Z,2887,3347,0
10,2018-03-11T12:43:42.190Z,2890,3322,0
10,2018-03-11T12:57:01.532Z,2860,3400,0
10,2018-03-11T12:57:19.987Z,2860,3400,0
10,2018-03-11T13:10:48.551Z,2820,3509,0
10,2018-03-11T13:11:06.077Z,2827,3507,0
10,2018-03-11T13:24:34.805Z,2810,3557,0
10,2018-03-11T13:24:52.305Z,2817,3569,0
10,2018-03-11T13:38:20.435Z,2805,3605,0
10,2018-03-11T13:38:38.001Z,2810,3600,0
10,2018-03-11T13:52:08.729Z,2800,3652,0
10,2018-03-11T13:52:26.201Z,2807,3650,0
10,2018-03-11T14:05:55.325Z,2797,3702,0
10,2018-03-11T14:06:12.966Z,2800,3712,0
10,2018-03-11T14:19:52.812Z,2790,3762,0
10,2018-03-11T14:20:10.299Z,2790,3755,0
10,2018-03-11T14:33:38.097Z,2787,3777,0
10,2018-03-11T14:33:55.646Z,2790,3762,0
10,2018-03-11T14:47:23.461Z,2780,3782,0
10,2018-03-11T14:47:41.953Z,2787,3777,0
10,2018-03-11T15:01:10.336Z,2780,3892,0
10,2018-03-11T15:01:27.846Z,2782,3902,0
10,2018-03-11T15:14:56.839Z,2782,3972,0
10,2018-03-11T15:15:14.448Z,2790,3959,0
10,2018-03-11T15:29:36.252Z,2805,3980,0
10,2018-03-11T15:29:53.986Z,2812,3950,0
10,2018-03-11T15:43:13.656Z,2817,3990,0
10,2018-03-11T15:43:31.309Z,2820,3990,0
10,2018-03-11T15:57:01.397Z,2800,4062,0
10,2018-03-11T15:57:18.895Z,2800,4057,0
10,2018-03-11T16:10:46.995Z,2790,4042,0
10,2018-03-11T16:11:05.483Z,2790,4030,0
10,2018-03-11T16:24:35.074Z,2785,4047,0
10,2018-03-11T16:24:52.564Z,2792,4040,0
10,2018-03-11T16:38:22.805Z,2780,4032,0
10,2018-03-11T16:38:40.357Z,2787,4020,0
10,2018-03-11T16:52:10.081Z,2777,4030,0
10,2018-03-11T16:52:27.577Z,2780,4022,0
10,2018-03-11T17:05:56.832Z,2777,4059,0
10,2018-03-11T17:06:14.323Z,2782,4055,0
10,2018-03-11T17:19:51.463Z,2780,4040,0
10,2018-03-11T17:20:08.971Z,2787,4030,0
10,2018-03-11T17:33:36.060Z,2777,4030,0
10,2018-03-11T17:33:54.233Z,2780,4022,0
10,2018-03-11T17:47:32.647Z,2770,4072,0
10,2018-03-11T17:47:50.339Z,2775,4065,0
10,2018-03-11T18:01:19.440Z,2780,4052,0
10,2018-03-11T18:01:36.976Z,2787,4050,0
10,2018-03-11T18:15:06.391Z,2787,4030,0
10,2018-03-11T18:15:23.917Z,2790,4022,0
10,2018-03-11T18:29:02.626Z,2790,4012,0
10,2018-03-11T18:29:20.103Z,2797,4002,0
10,2018-03-11T18:42:48.861Z,2792,4005,0
10,2018-03-11T18:43:07.310Z,2797,4000,0
10,2018-03-11T18:56:37.228Z,2785,4022,0
10,2018-03-11T19:10:22.580Z,2770,4072,0
10,2018-03-11T19:11:29.995Z,2797,4052,0
10,2018-03-11T19:12:38.394Z,2830,3982,0
10,2018-03-11T19:12:56.032Z,2840,3942,0
10,2018-03-11T19:26:11.843Z,2815,3995,0
10,2018-03-11T19:26:29.325Z,2817,3992,0
10,2018-03-11T19:39:54.784Z,2777,4090,0
10,2018-03-11T19:40:12.289Z,2780,4080,0
10,2018-03-11T19:53:38.623Z,2762,4115,0
10,2018-03-11T19:53:56.133Z,2770,4110,0
10,2018-03-11T20:07:25.003Z,2760,4162,0
10,2018-03-11T20:07:42.475Z,2767,4160,0
10,2018-03-11T20:21:12.949Z,2760,4169,0
10,2018-03-11T20:21:30.430Z,2767,4160,0
10,2018-03-11T20:35:07.099Z,2750,4172,0
10,2018-03-11T20:35:24.586Z,2757,4167,0
10,2018-03-11T20:48:57.304Z,2750,4195,0
10,2018-03-11T20:49:14.799Z,2755,4187,0
10,2018-03-11T21:02:41.785Z,2757,4212,0
10,2018-03-11T21:02:59.261Z,2760,4202,0
10,2018-03-11T21:16:28.113Z,2760,4219,0
10,2018-03-11T21:16:46.618Z,2757,4205,0
10,2018-03-12T03:17:21.267Z,3000,2000,50
10,2018-03-12T03:17:36.446Z,3000,2000,50
10,2018-03-12T06:43:17.534Z,3000,2000,50
10,2018-03-12T06:43:32.724Z,3000,2000,50
10,2018-03-12T06:47:22.601Z,3000,2000,50
10,2018-03-12T06:47:37.822Z,3000,2000,50
10,2018-03-12T07:37:23.564Z,3000,2000,50
10,2018-03-12T07:37:38.754Z,3000,2000,50
10,2018-03-13T05:34:56.545Z,2960,3137,747
10,2018-03-13T05:38:37.724Z,2842,3160,550
10,2018-03-13T05:38:55.335Z,2830,3125,514
10,2018-03-14T08:39:35.375Z,2737,2427,321
10,2018-03-14T08:41:07.301Z,2775,2407,355
10,2018-03-14T08:56:54.041Z,2875,2282,327
10,2018-03-14T08:59:54.273Z,2877,2274,334
10,2018-03-14T09:00:13.203Z,2860,2227,325
10,2018-03-14T09:14:09.616Z,2930,1990,312
10,2018-03-14T09:14:27.423Z,2890,2040,340
10,2018-03-14T09:29:45.186Z,2834,2167,388
10,2018-03-14T09:43:50.752Z,2895,1987,315
10,2018-03-14T09:45:55.889Z,2867,2092,334
10,2018-03-14T09:47:07.787Z,2884,1955,364
10,2018-03-14T09:49:13.865Z,2912,2052,344
10,2018-03-14T09:51:19.741Z,2952,1929,315
10,2018-03-14T09:58:53.824Z,3012,1882,382
10,2018-03-14T10:00:05.440Z,2997,1822,365
10,2018-03-14T10:03:05.317Z,2987,1897,333
10,2018-03-14T10:07:54.654Z,3000,1867,340
10,2018-03-14T10:14:27.515Z,3002,1937,350
10,2018-03-14T10:32:16.424Z,2920,1945,349
10,2018-03-14T10:32:34.305Z,2907,1884,353
10,2018-03-13T05:34:56.545Z,2960,3137,747
10,2018-03-13T05:38:37.724Z,2842,3160,550
10,2018-03-13T05:38:55.335Z,2830,3125,514
10,2018-03-14T08:39:35.375Z,2737,2427,321
10,2018-03-14T08:41:07.301Z,2775,2407,355
10,2018-03-14T08:56:54.041Z,2875,2282,327
